공연시설ID,공연시설명,공연장수,시설특성,개관연도,객석수,전화번호,홈페이지,주소,위도,경도,레스토랑여부,카페여부,편의점여부,놀이방여부,수유실여부,장애시설_주차장,장애시설_화장실,장애시설_경사로,장애시설_엘리베이터,주차시설여부,mt13s,returncode,errmsg,responsetime,시군구,시도
FC003333,클럽 MUTE(뮤트),1.0,민간(대학로 외),,0.0,02-796-6853,,서울특별시 용산구 이태원로27가길 26(이태원동),37.5351061,126.993789,N,N,N,N,N,N,N,N,N,Y,,,,,용산구,서울특별시
FC003384,해봄연습실,1.0,민간(대학로 외),,0.0,,,서울특별시 관악구 관천로 58(신림동),37.4845757,126.9260978,N,N,N,N,N,N,N,N,N,N,,,,,관악구,서울특별시
FC003487,AK플라자 [수원],1.0,민간(대학로 외),,0.0,,,경기도 수원시 팔달구 덕영대로 924 (매산로1가),37.2656769,127.0000961,N,N,N,N,N,N,N,N,N,N,,,,,수원시,경기도
FC002203,남양주체육문화센터,1.0,공공(기타),,1170.0,031-560-1301,https://www.ncuc.or.kr/nyj/281,경기도 남양주시 다산지금로 91 (이패동),37.606916,127.1766584,N,N,N,N,N,Y,N,N,N,Y,,,,,남양주시,경기도
FC001698,행화탕 (폐관),1.0,기타(비공연장),2016.0,100.0,010-4055-5540,https://www.facebook.com/haenghwatang,서울특별시 마포구 마포대로19길 12 (아현동),37.5526797,126.95551550000005,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC003296,크리에이터스 홀,1.0,민간(대학로 외),2019.0,100.0,02-953-3383,https://creatorsspace.co.kr/,서울특별시 동대문구 안암로 86-1(제기동),37.5835115,127.0305819,N,Y,N,N,N,N,N,N,N,Y,,,,,동대문구,서울특별시
FC001596,네스트나다,1.0,민간(대학로 외),2012.0,70.0,02-555-3199,https://blog.naver.com/nestnada,서울특별시 마포구 와우산로29길 15 (서교동) 2층,37.5547545,126.92883110000002,N,Y,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC002381,블루프린트,1.0,기타(비공연장),,0.0,010-2513-1800,,서울특별시 마포구 독막로 67 (상수동),37.5479635,126.9210446,N,Y,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC002082,의정부 실내체육관,1.0,공공(기타),1996.0,4057.0,031-828-6882,https://www.siseol.or.kr/front,경기도 의정부시 체육로 90 (녹양동),37.7576522,127.0291464,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,의정부시,경기도
FC002614,클럽 고고스2 (폐관),1.0,민간(대학로 외),,0.0,,,서울특별시 마포구 와우산로 63 (서교동),37.5502728,126.9228786,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC003374,도토리씨어터,2.0,민간(대학로),,232.0,,,서울특별시 종로구 대학로12길 63(동숭동),37.5812241,127.0040212,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC002337,플레이클라우드(클라우드그라운드),1.0,민간(대학로 외),,0.0,02-558-1013,https://cground.modoo.at/,서울특별시 동작구 남부순환로 2019 (사당동),37.4763029,126.9729801,N,Y,N,N,N,N,N,N,N,Y,,,,,동작구,서울특별시
FC003749,카페와안,1.0,기타(비공연장),,0.0,,,인천광역시 연수구 인천타워대로132번길 24 (송도동),37.3856812,126.6432481,N,N,N,N,N,N,N,N,N,N,,,,,연수구,인천광역시
FC003021,BMW JOYSQUARE,1.0,민간(대학로 외),,0.0,,,인천광역시 중구 공항동로 136(운서동),37.4623831,126.4854499,N,N,N,N,N,N,N,N,N,N,,,,,중구,인천광역시
FC003670,인스파이어,2.0,민간(대학로 외),2024.0,14483.0,,,인천광역시 중구 공항문화로 127 (운서동),37.4655301,126.3891177,N,N,N,N,N,N,N,N,N,N,,,,,중구,인천광역시
FC001722,서울랜드,5.0,기타(비공연장),2005.0,4700.0,02-509-6000,https://seoulland.co.kr/,경기도 과천시 광명로 181 (막계동),37.4347742,127.0167325,Y,Y,Y,N,Y,Y,N,Y,N,Y,,,,,과천시,경기도
FC001448,KB아트홀 [강남] (구. LIG아트홀 강남),1.0,민간(대학로 외),2006.0,147.0,02-6900-3525,http://www.kbarthall.com/Global/Index,서울특별시 강남구 테헤란로 117 (역삼동) KB손해보험빌딩,37.499161699999995,127.03025060000004,Y,Y,Y,N,N,Y,N,N,N,Y,,,,,강남구,서울특별시
FC001589,KBS스포츠월드(아레나),1.0,공공(기타),2015.0,3587.0,02-2600-8808,https://kbsbiz.co.kr/kbsarena/kbs%EC%95%84%EB%A0%88%EB%82%98/,서울특별시 강서구 공항대로 376 (화곡동) kbs스포츠월드,37.5567802,126.8476094,N,N,N,N,N,Y,N,N,N,Y,,,,,강서구,서울특별시
FC000753,퀸라이브홀,1.0,기타(비공연장),1999.0,100.0,02-313-7777,http://cafe.daum.net/queenlivehall,서울특별시 서대문구 신촌역로 13 (대현동),37.5578076,126.9425333,N,N,Y,N,N,N,N,N,N,N,,,,,서대문구,서울특별시
FC000787,강남구민회관,1.0,공공(기타),2005.0,516.0,02-2176-0891,https://cna.gncity.or.kr/center/findcenterall.aspx?center=100014,서울특별시 강남구 삼성로 154 (대치동),37.493823,127.06421320000004,N,N,N,N,N,N,N,N,N,N,,,,,강남구,서울특별시
FC001215,소극장 창덕궁,1.0,민간(대학로 외),2008.0,150.0,02-742-7278,http://www.changgeuk.com/,서울특별시 종로구 창경궁로 227(명륜4가),37.5824263,126.9977518,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC002343,뚝섬플레이스,1.0,기타(비공연장),,0.0,02-766-1774,,서울특별시 성동구 성덕정길 25-56 (성수동1가),37.5396014,127.0465361,N,Y,N,N,N,N,N,N,N,N,,,,,성동구,서울특별시
FC002330,로운아뜨리움 (로운아트홀),3.0,민간(대학로 외),,981.0,02-2061-9500,http://rounatrium.com/kr/play/intro.php,서울특별시 양천구 목동서로 225 (목동),37.5270879,126.8706195,Y,N,N,N,Y,Y,N,N,N,Y,,,,,양천구,서울특별시
FC003663,카페 멜로다인,1.0,기타(비공연장),,0.0,,,인천광역시 남동구 논고개로 81 (논현동),37.3986873,126.7258978,N,N,N,N,N,N,N,N,N,N,,,,,남동구,인천광역시
FC003766,파닥파닥클럽,1.0,기타(비공연장),,0.0,,,경기도 수원시 팔달구 창룡대로 54 (남수동) 1층 좌측,37.2835458,127.0216862,N,N,N,N,N,N,N,N,N,N,,,,,수원시,경기도
FC003455,G#하우스,1.0,민간(대학로 외),,0.0,,,인천광역시 연수구 벚꽃로 96 (청학동),37.4180773,126.676604,N,N,N,N,N,N,N,N,N,N,,,,,연수구,인천광역시
FC001583,플랫폼 창동 61 (폐관),1.0,공공(기타),2016.0,150.0,02-993-0561,http://www.platform61.kr/,서울특별시 도봉구 마들로11길 74 (창동),37.6538696,127.05052950000004,N,Y,N,N,N,N,N,N,N,N,,,,,도봉구,서울특별시
FC001632,알록 에피소드,1.0,민간(대학로 외),,0.0,02-703-8726,https://blog.naver.com/aloqepisode,서울특별시 용산구 백범로87길 26 (원효로1가),37.538606,126.96842600000002,Y,Y,N,N,N,N,N,N,N,N,,,,,용산구,서울특별시
FC003306,경기아트센터 경기국악원,1.0,민간(대학로 외),2004.0,420.0,031-289-6400,,경기도 용인시 기흥구 민속촌로 89(보라동),37.2594001,127.1136197,N,N,N,Y,N,Y,N,N,N,Y,,,,,용인시,경기도
FC002233,유니언타운,1.0,기타(비공연장),2017.0,150.0,02-2679-1215,https://uniontown.co.kr/space/area/1/,서울특별시 영등포구 당산로 241 (당산동6가),37.5351698,126.9024484,N,Y,N,N,N,Y,N,N,N,Y,,,,,영등포구,서울특별시
FC002937,Provoke Seoul(프로보크 서울),1.0,민간(대학로 외),,0.0,,https://blog.naver.com/thegdfactory/222263012090,서울특별시 영등포구 영신로 87(문래동3가),37.5159435,126.9009156,N,N,N,N,N,N,N,N,N,N,,,,,영등포구,서울특별시
FC001919,브러쉬씨어터(롯데서울숲IT캐슬),1.0,민간(대학로 외),2018.0,120.0,02-6406-8324,https://www.brushtheatre.com/,서울특별시 성동구 광나루로 130 (성수동1가),37.5510833,127.0445769,Y,N,N,N,N,Y,N,N,N,Y,,,,,성동구,서울특별시
FC003551,디라이트 아트 홀,1.0,민간(대학로 외),,120.0,010-4266-5827,https://www.delightarthall.co.kr/,경기도 부천시 경인옛로 130 (괴안동),37.4812077,126.8058455,N,N,N,N,N,N,N,N,N,Y,,,,,부천시,경기도
FC002113,플라스틱 파크,1.0,기타(비공연장),,0.0,010-4785-5685,https://www.facebook.com/woowafestival,서울특별시 마포구 와우산로33길 27 (서교동),37.5555585,126.9288772,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC002112,레드빅스페이스,1.0,민간(대학로 외),2015.0,100.0,02-323-8544,https://www.facebook.com/caferedbig,서울특별시 마포구 잔다리로6길 5 (서교동),37.5505341,126.9224768,N,Y,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC003539,문화공간너나들이,1.0,민간(대학로 외),,50.0,010-5235-5505,,서울특별시 마포구 만리재로 123 (공덕동),37.5509016,126.9612357,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC002393,스튜디오 까에,1.0,민간(대학로 외),,100.0,010-9260-2071,https://carre123.modoo.at/,서울특별시 마포구 잔다리로 112 (서교동),37.5569941,126.9143939,N,N,N,N,N,N,N,N,N,Y,,,,,마포구,서울특별시
FC001915,지산포레스트리조트,1.0,기타(비공연장),1996.0,72.0,031-644-1200,https://www.jisanresort.co.kr/index.asp,경기도 이천시 마장면 지산로 267 (해월리),37.21734,127.34402,Y,Y,Y,N,N,Y,Y,Y,Y,Y,,,,,이천시,경기도
FC002394,한국방송통신대학교,2.0,민간(대학로),,142.0,00-1577-9995,https://www.knou.ac.kr/,서울특별시 종로구 대학로 86 (동숭동),37.5788219,127.0029298,Y,Y,Y,N,N,Y,Y,Y,Y,Y,,,,,종로구,서울특별시
FC003537,소극장 선물 2관,1.0,민간(대학로),,0.0,,,서울특별시 종로구 대학로 116 (동숭동),37.5815327,127.0023365,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003612,화성아트홀,1.0,공공(기타),,678.0,,,경기도 화성시 태안로 145 (병점동),37.2029659,127.0332029,N,N,N,N,N,N,N,N,N,N,,,,,화성시,경기도
FC001979,어반소스,1.0,민간(대학로 외),,250.0,02-462-6262,https://urbansource.business.site/,서울특별시 성동구 연무장3길 9 (성수동2가),37.5446694,127.051352,Y,Y,N,N,N,N,Y,N,N,N,,,,,성동구,서울특별시
FC003376,더쇼 씨어터(THE SHOW THEATER),1.0,민간(대학로 외),,0.0,,,서울특별시 강동구 성내로10길 12(성내동),37.5284393,127.1245376,N,N,N,N,N,N,N,N,N,N,,,,,강동구,서울특별시
FC001700,서울애니메이션센터,1.0,공공(기타),2005.0,179.0,02-3455-8342,http://www.ani.seoul.kr/,서울특별시 중구 소공로 48 서울애니메이션센터,37.5583238,126.98799940000004,N,Y,N,N,Y,Y,Y,Y,Y,Y,,,,,중구,서울특별시
FC002174,두잇아카펠라 Abar,1.0,기타(비공연장),2002.0,70.0,010-7367-7788,http://abar.modoo.at/,서울특별시 종로구 성균관로 18 (명륜2가),37.5843973,126.9976541,N,Y,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003502,롯데월드,2.0,기타(비공연장),,0.0,,,서울특별시 송파구 올림픽로 240 (잠실동),37.5113096,127.0981418,N,N,N,N,N,N,N,N,N,N,,,,,송파구,서울특별시
FC001636,창조소극장 (구. 민아트홀),1.0,민간(대학로),2018.0,95.0,02-3667-0170,https://changjotheater.modoo.at/,서울특별시 종로구 창경궁로 259 (명륜2가),37.584514899999995,127.0000258,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC000800,강서구민회관,2.0,공공(문예회관),1989.0,694.0,02-3664-6046,http://www.gangseo.seoul.kr/site/munhwa/c3/page1_7.jsp,서울특별시 강서구 우장산로 66 (내발산동),37.553128,126.84361519999992,Y,N,N,N,N,Y,N,N,N,Y,,,,,강서구,서울특별시
FC002172,사이드노트클럽(Side Note Club),1.0,민간(대학로 외),,0.0,02-330-7900,https://www.rysehotel.co.kr/side-note-club/,서울특별시 마포구 양화로 130 (서교동) 15층,37.5544328,126.9212505,Y,Y,N,N,N,Y,N,N,N,Y,,,,,마포구,서울특별시
FC001565,레미어린이극장 [금천],1.0,민간(대학로 외),2012.0,194.0,02-868-5961,http://www.reomusical.com/new/main/main.htm,서울특별시 금천구 두산로 71 (독산동),37.4704705,126.89566919999992,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,금천구,서울특별시
FC003609,모두예술극장,2.0,공공(기타),2023.0,259.0,02-760-9769,https://www.moduarttheater.or.kr/home/ko/main,서울특별시 서대문구 충정로 7 (충정로3가),37.5601124,126.9622821,N,N,N,N,N,N,Y,Y,N,N,,,,,서대문구,서울특별시
FC002363,국민대학교 국제관,1.0,민간(대학로 외),1999.0,564.0,02-910-4114,https://www.kookmin.ac.kr/user/index.do,서울특별시 성북구 정릉로 77 (정릉동),37.6109549,126.9976669,N,Y,N,N,N,Y,Y,Y,Y,Y,,,,,성북구,서울특별시
FC001994,더 줌 아트센터,1.0,민간(대학로 외),2013.0,128.0,02-790-6792,http://thezoom.kr/index.php,서울특별시 용산구 독서당로 111 (한남동),37.5369721,127.0094906,N,N,N,N,N,N,N,N,N,N,,,,,용산구,서울특별시
FC002026,Mfor 아트스페이스,1.0,민간(대학로 외),,72.0,02-543-2361,https://www.facebook.com/MforArtSpace,서울특별시 강남구 학동로30길 43-7 (논현동),37.5035612,127.0364483,N,N,N,N,N,N,N,N,N,N,,,,,강남구,서울특별시
FC001531,세실아트홀,1.0,민간(대학로 외),2016.0,100.0,02-543-6752,http://www.cecil.co.kr/,서울특별시 강남구 언주로173길 20 (신사동),37.5280847,127.0318234,N,N,N,N,N,N,N,N,N,N,,,,,강남구,서울특별시
FC001472,CTS아트홀,1.0,민간(대학로 외),2005.0,404.0,02-6333-1071,http://rent.ctsart.co.kr/,서울특별시 동작구 노량진로 100 (노량진동),37.5129255,126.93698640000002,N,N,N,N,N,Y,Y,N,N,Y,,,,,동작구,서울특별시
FC001659,클럽K 서울,1.0,민간(대학로 외),2016.0,100.0,010-3247-3188,http://www.clubkseoul.com/locator/,서울특별시 강남구 선릉로 524 (삼성동),37.5243675,127.045069,Y,Y,N,N,N,N,Y,N,N,N,,,,,강남구,서울특별시
FC001785,오디오가이스튜디오,1.0,민간(대학로 외),2000.0,100.0,02-734-3348,http://www.audioguyrecords.com/,서울특별시 종로구 효자로23 (통의동),37.5780294,126.97369550000008,N,N,N,N,N,Y,N,N,Y,Y,,,,,종로구,서울특별시
FC003371,동광교회,1.0,기타(비공연장),,0.0,02-823-3141,http://www.dong-kwang.org/,서울특별시 동작구 성대로1길 26(상도동),37.5018526,126.9349093,N,N,N,N,N,N,N,N,N,Y,,,,,동작구,서울특별시
FC003290,라까사호텔 [압구정],1.0,기타(비공연장),,0.0,,,서울특별시 강남구 도산대로1길 83(신사동),37.5221388,127.0195473,N,N,N,N,N,N,N,N,N,N,,,,,강남구,서울특별시
FC003411,더스튜디오HBC (The Studio HBC),1.0,민간(대학로 외),,0.0,010-9806-8655,https://www.thestudiohbc.com/,서울특별시 용산구 신흥로7길 1 (용산동2가),37.5419233,126.9871708,N,N,N,N,N,N,N,N,N,N,,,,,용산구,서울특별시
FC002052,호텔수선화,1.0,기타(비공연장),2015.0,0.0,010-2077-2221,https://www.instagram.com/hotel_soosunhwa/,서울특별시 중구 충무로7길 17 (을지로3가),37.5657284,126.9916829,Y,Y,N,N,N,N,N,N,N,N,,,,,중구,서울특별시
FC003682,명륜아트홀,1.0,민간(대학로),,20.0,,,서울특별시 종로구 성균관로 48-2 (명륜1가),37.586808,126.9967585,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001619,강남씨어터,1.0,공공(기타),2007.0,232.0,02-6712-0531,https://gangnam.go.kr/office/gfac/contents/gfac_place02/1/view.do?mid=gfac_place02,서울특별시 강남구 역삼로7길 16 (역삼동),37.495188,127.03321630000003,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,강남구,서울특별시
FC002016,우란2경,2.0,민간(대학로 외),2014.0,160.0,02-465-1418,http://www.wooranfdn.org/about/space.jsp,서울특별시 성동구 연무장7길 11 (성수동2가),37.5438039,127.0544279,N,N,N,N,N,N,N,N,N,Y,,,,,성동구,서울특별시
FC003406,홍대파티룸벨라뷰,1.0,기타(비공연장),,0.0,,,서울특별시 서대문구 연희로26길 20 (연희동),37.5727912,126.9367583,N,N,N,N,N,N,N,N,N,N,,,,,서대문구,서울특별시
FC003405,강서아트리움,1.0,공공(문예회관),,215.0,02-2607-4985,,서울특별시 강서구 가로공원로 195 (화곡동),37.5375431,126.8376421,N,N,N,N,N,N,N,N,N,N,,,,,강서구,서울특별시
FC002149,인천문학경기장,1.0,공공(기타),,49195.0,032-200-7507,,인천광역시 미추홀구 매소홀로 618 (문학동),37.4360087,126.6909277,N,N,Y,N,N,Y,Y,Y,N,Y,,,,,미추홀구,인천광역시
FC001947,국제예술대학교,1.0,민간(대학로 외),2018.0,248.0,02-542-8197,http://kua.ac.kr/,서울특별시 강남구 도산대로30길 47 (논현동),37.5169095,127.0310552,Y,Y,Y,N,N,Y,Y,N,N,Y,,,,,강남구,서울특별시
FC002156,파주 임진각 평화누리,1.0,기타(비공연장),,30000.0,031-956-8300,https://www.pajusisul.or.kr/info/info_09_01.php,경기도 파주시 문산읍 임진각로 148-40,37.8917224,126.7447247,Y,N,Y,N,N,Y,Y,N,N,Y,,,,,파주시,경기도
FC002160,우나앤쿠,1.0,기타(비공연장),2015.0,80.0,02-822-0922,http://www.unanqu.com/,서울특별시 동작구 상도로 63 (대방동),37.4999659,126.9275548,N,Y,N,N,N,N,N,N,N,N,,,,,동작구,서울특별시
FC003033,서울호서예술실용전문학교,1.0,민간(대학로 외),,0.0,02-2063-0700,https://www.koreaart.ac.kr/,서울특별시 강서구 강서로 505(가양동),37.5705593,126.8414296,N,N,N,N,N,N,N,N,N,Y,,,,,강서구,서울특별시
FC001917,수원종합운동장,1.0,공공(기타),1984.0,5145.0,031-240-2706,https://www.suwonudc.co.kr/suwonsc/mainPage.do,경기도 수원시 장안구 경수대로 893 (조원동),37.298395,127.008986,N,N,N,N,N,Y,N,N,N,Y,,,,,수원시,경기도
FC001793,연세대학교 백주년기념관,1.0,민간(대학로 외),1988.0,829.0,02-2123-3697,http://ycac.yonsei.ac.kr/,서울특별시 서대문구 연세로 50 (신촌동),37.5620902,126.9380569,Y,Y,Y,N,N,Y,Y,Y,N,Y,,,,,서대문구,서울특별시
FC003364,송파어린이문화회관,1.0,공공(기타),2010.0,154.0,02-449-0505,http://www.songpakids.com/,서울특별시 송파구 중대로 235(오금동),37.5027425,127.1284004,N,N,N,N,N,N,N,N,N,Y,,,,,송파구,서울특별시
FC001892,디 마르가리따,1.0,기타(비공연장),2013.0,40.0,02-2637-0315,https://www.instagram.com/d.margarita_tea.art/,서울특별시 서초구 효령로 202 (서초동),37.4828005,127.00640670000008,Y,Y,N,N,N,N,N,N,N,N,,,,,서초구,서울특별시
FC003526,터 씨어터,1.0,민간(대학로 외),,214.0,070-4190-7766,,경기도 고양시 일산동구 정발산로 127 (마두동),37.6595009,126.7822349,N,N,N,N,N,N,N,N,N,N,,,,,고양시,경기도
FC002302,HANDIN space(핸딘스페이스),1.0,기타(비공연장),,150.0,031-704-2550,https://blog.naver.com/handins,경기도 성남시 분당구 수내로46번길 33 (수내동),37.3787094,127.1151247,Y,N,N,N,N,Y,N,N,N,Y,,,,,성남시,경기도
FC001451,강동구민회관,1.0,공공(기타),1989.0,609.0,02-488-5542,https://www.igangdong.or.kr/page/ce/ce_0101.asp,서울특별시 강동구 상암로 168 (천호동) 강동구민회관,37.5457299,127.14120419999996,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,강동구,서울특별시
FC003014,플레이캠퍼스,1.0,민간(대학로 외),,0.0,,,인천광역시 중구 답동로30번길 9(경동),37.4715294,126.6321588,N,N,N,N,N,N,N,N,N,N,,,,,중구,인천광역시
FC003586,재즈런치,1.0,민간(대학로 외),,0.0,,,서울특별시 송파구 송이로23길 14 (가락동),37.4955337,127.1248533,N,N,N,N,N,N,N,N,N,N,,,,,송파구,서울특별시
FC001898,글로벌지식협력단지,1.0,기타(비공연장),1972.0,400.0,02-6312-4058,https://www.gkedc.go.kr/page/1120/detail?menuId=1056,서울특별시 동대문구 회기로 47 (청량리동),37.595217,127.042804,N,Y,N,N,Y,Y,Y,Y,Y,Y,,,,,동대문구,서울특별시
FC000839,그랜드 워커힐 서울 (비스타 워커힐 서울),2.0,민간(대학로 외),2002.0,1420.0,02-455-5000,http://www.sheratonwalkerhill.co.kr/meetings/specialFacilities.wh,서울특별시 광진구 워커힐로 177 (광장동),37.5557741,127.11091179999994,Y,Y,Y,N,N,Y,Y,Y,Y,Y,,,,,광진구,서울특별시
FC003575,HOLE SEOUL(홀 서울),1.0,기타(비공연장),,0.0,02-1412-2065,,서울특별시 강남구 선릉로161길 20 (신사동),37.5275308,127.0388311,N,N,N,N,N,N,N,N,N,N,,,,,강남구,서울특별시
FC001660,웅진플레이도시,1.0,민간(대학로 외),2017.0,192.0,00-1577-5773,http://www.playdoci.com/index.aspx,경기도 부천시 조마루로 2 (상동),37.5000874,126.74429229999998,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,부천시,경기도
FC001606,레미어린이극장 [일산],1.0,민간(대학로 외),2014.0,200.0,031-923-5961,http://www.reomusical.com/new/main/main.htm,경기도 고양시 일산서구 주엽로 79 (대화동),37.6671686,126.75370380000004,Y,Y,N,N,Y,Y,N,Y,N,Y,,,,,고양시,경기도
FC002379,몽향라이브홀,1.0,기타(비공연장),,100.0,070-4121-7580,https://www.facebook.com/monghyang.studio/,서울특별시 서대문구 연세로5다길 10 (창천동),37.5565279,126.935024,N,N,N,N,N,N,N,N,N,N,,,,,서대문구,서울특별시
FC001894,패스커뮤니티교회,1.0,기타(비공연장),2015.0,100.0,010-3009-7591,https://blog.naver.com/pathcommunity,서울특별시 노원구 상계로7길 23 (상계동),37.657896,127.064696,N,N,N,N,N,N,N,N,N,N,,,,,노원구,서울특별시
FC001211,소극장 꿈꾸는 공작소,1.0,민간(대학로),2011.0,80.0,02-3675-6688,,서울특별시 종로구 혜화로 14-1,37.5868679,127.00028539999994,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003631,인터미션,1.0,민간(대학로 외),,0.0,,,경기도 수원시 권선구 경수대로 371 (권선동),37.2597035,127.0232864,N,N,N,N,N,N,N,N,N,N,,,,,수원시,경기도
FC001724,얼라이브홀(구. 크랙홀),1.0,민간(대학로 외),2013.0,200.0,02-796-3207,https://alivehall.com/index#,서울특별시 마포구 독막로7길 20 (서교동) 지하1층,37.5486519,126.91915440000002,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC003664,정조테마공연장,1.0,공공(기타),2023.0,258.0,031-290-3578,https://www.swcf.or.kr/?p=350,경기도 수원시 팔달구 정조로 817 (팔달로1가),37.2810212,127.0162158,N,N,N,N,N,Y,Y,N,Y,N,,,,,수원시,경기도
FC002219,블라인드아트홀,1.0,민간(대학로 외),2019.0,70.0,070-8254-2182,http://blindarthall.com/,서울특별시 광진구 아차산로 331-1 (자양동),37.5376806,127.0799086,N,N,N,N,N,N,N,N,N,N,,,,,광진구,서울특별시
FC000494,대학로극장 (폐관),1.0,민간(대학로),1987.0,1086.0,02-764-6052,,서울특별시 종로구 대학로 60 (연건동),37.576534,127.00252239999998,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001576,스페이스 아이,1.0,민간(대학로),2014.0,50.0,070-8279-1201,http://www.spacei.kr/,서울특별시 종로구 대학로11길 41-8 (명륜4가),37.5821313,126.99934329999996,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003659,몸소리말조아라 센터,1.0,민간(대학로 외),,0.0,,,서울특별시 마포구 토정로15길 10-8 (신수동),37.5453809,126.9353895,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC002137,히브루스,1.0,기타(비공연장),,150.0,010-2468-0752,https://www.instagram.com/hebrews_official/,서울특별시 마포구 서강로 144 (노고산동),37.5544781,126.9365785,N,Y,N,N,N,N,N,N,N,Y,,,,,마포구,서울특별시
FC000139,JTN 아트홀(구. 대학로예술마당),4.0,민간(대학로),2016.0,854.0,02-779-1595,http://www.jtnarthall.com/,서울특별시 종로구 이화장길 26 (이화동),37.5767066,127.00376210000002,N,Y,N,N,N,N,Y,N,N,N,,,,,종로구,서울특별시
FC001156,지즐소극장,1.0,민간(대학로),2007.0,84.0,010-8596-6296,https://www.facebook.com/pages/%EC%A7%80%EC%A6%90%EC%86%8C%EA%B7%B9%EC%9E%A5/468578863227778,서울특별시 종로구 성균관로4길 42 (명륜2가),37.5847101,126.9996688,Y,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC002295,헤븐포인트교회,1.0,기타(비공연장),,380.0,031-969-6191,,경기도 고양시 일산동구 성현로 537 (사리현동),37.695965,126.8407327,N,N,N,N,N,N,N,N,N,N,,,,,고양시,경기도
FC001805,익스트림씨어터 3관,1.0,민간(대학로),2012.0,130.0,070-8129-7420,https://blog.naver.com/extreme__play,서울특별시 종로구 창경궁로 227 (명륜4가),37.5823971,126.99774560000004,N,Y,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001572,한국소리터,2.0,공공(기타),2011.0,857.0,031-683-3891,http://soriter.or.kr/soriter/index.php,경기도 평택시 현덕면 평택호길 147,36.9220198,126.92183610000006,N,Y,N,N,N,Y,Y,N,Y,Y,,,,,평택시,경기도
FC002234,용인미르스타디움(구. 용인시민체육공원),2.0,공공(기타),2017.0,37155.0,031-329-8600,https://www.yuc.co.kr,경기도 용인시 처인구 동백죽전대로 61 (삼가동),37.2499893,127.165524,N,N,Y,Y,Y,Y,Y,N,N,Y,,,,,용인시,경기도
FC000100,모차르트홀,1.0,민간(대학로 외),2004.0,201.0,02-3472-8222,http://www.mozarthall.co.kr/,서울특별시 서초구 명달로 104 (서초동),37.4855919,127.00420350000002,Y,N,N,N,N,N,N,N,N,Y,,,,,서초구,서울특별시
FC001303,해피씨어터,1.0,민간(대학로),2008.0,200.0,02-747-2070,,서울특별시 종로구 대학로10길 5 (동숭동),37.5818197,127.00255949999996,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001826,현대카드 언더스테이지,2.0,민간(대학로 외),2015.0,205.0,02-331-6301,https://dive.hyundaicard.com/web/understage/spaceMain.hdc,서울특별시 용산구 이태원로 246 (한남동),37.5365851,127.00066620000008,N,Y,N,N,N,Y,N,N,N,Y,,,,,용산구,서울특별시
FC003356,라이브카페 록시,1.0,민간(대학로 외),2022.0,0.0,031-792-1503,,경기도 하남시 미사대로 676(신장동),37.5490859,127.2168385,N,Y,N,N,N,N,N,N,N,Y,,,,,하남시,경기도
FC002173,밤부컬렉션,1.0,기타(비공연장),2019.0,30.0,02-6918-8222,http://www.bambucollection.com/,서울특별시 강남구 봉은사로 449 (삼성동) 지하1층,37.5119902,127.0488037,N,Y,N,N,N,N,N,N,N,Y,,,,,강남구,서울특별시
FC002782,후암씨어터(콘텐츠룸),1.0,민간(대학로),,100.0,,,서울특별시 종로구 대학로11길 23 (명륜4가),37.5820588,127.0004181,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
