공연시설ID,공연시설명,공연장수,시설특성,개관연도,객석수,전화번호,홈페이지,주소,위도,경도,레스토랑여부,카페여부,편의점여부,놀이방여부,수유실여부,장애시설_주차장,장애시설_화장실,장애시설_경사로,장애시설_엘리베이터,주차시설여부,mt13s,returncode,errmsg,responsetime,시군구,시도
FC002181,소극장 울림터 (극단 메카네),1.0,민간(대학로 외),2017.0,80.0,031-243-5147,https://cafe.naver.com/machanetheater2013,경기도 수원시 팔달구 정조로 767-4 (팔달로3가) 지환빌딩 4층,37.2766728,127.016397,N,N,N,N,N,N,N,N,N,N,,,,,수원시,경기도
FC000145,오산문화예술회관,2.0,공공(문예회관),2004.0,1007.0,031-379-9900,https://www.osan.go.kr/arts/main.do,경기도 오산시 경기동로 41 (오산동),37.1597009,127.07653890000006,N,N,N,N,N,Y,N,N,N,Y,,,,,오산시,경기도
FC001198,통진두레문화센터,1.0,공공(기타),2008.0,217.0,031-983-3460,https://www.gcf.or.kr/main/?mc_code=1413,경기도 김포시 통진읍 김포대로 2347-8,37.6953025,126.58772069999998,N,N,N,N,N,Y,Y,N,Y,Y,,,,,김포시,경기도
FC001620,보림인형극장,1.0,민간(대학로 외),2010.0,200.0,031-955-3456,http://www.borimtheater.com/home/index.php,경기도 파주시 광인사길 88 (문발동) 보림출판사,37.7115282,126.68613329999994,N,Y,N,N,N,Y,N,N,N,Y,,,,,파주시,경기도
FC000071,광명시민회관,3.0,공공(문예회관),1990.0,822.0,02-2621-8800,www.gmcf.or.kr,경기도 광명시 시청로 20 (철산동),37.4770159,126.86367769999993,N,Y,N,N,Y,Y,Y,Y,Y,Y,,,,,광명시,경기도
FC003274,스타스테이지,1.0,민간(대학로),2022.0,182.0,010-3239-0523,,서울특별시 종로구 대학로12길 15(동숭동),37.5827347,127.002845,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001618,김포아트홀,1.0,공공(문예회관),2015.0,503.0,031-996-1603,https://www.gcf.or.kr/main/?mc_code=1411,경기도 김포시 돌문로 26 (사우동),37.6189366,126.72017299999992,N,N,N,N,N,Y,Y,N,Y,Y,,,,,김포시,경기도
FC003695,퓨플스튜디오,1.0,민간(대학로 외),,80.0,,,서울특별시 금천구 디지털로9길 56 (가산동),37.4804026,126.8868723,N,N,N,N,N,N,N,N,N,Y,,,,,금천구,서울특별시
FC002204,의정부아트캠프,1.0,공공(기타),2017.0,80.0,031-850-5130,https://www.uac.or.kr/artcamp/,경기도 의정부시 평화로493번길 48 (의정부동),38.0145458,127.0692182,N,N,N,N,N,N,N,N,N,N,,,,,의정부시,경기도
FC000613,유앤아이센터,1.0,공공(문예회관),2008.0,684.0,031-8015-8153,http://www.hswf.or.kr/unicenter/,경기도 화성시 태안로 145 (병점동),37.2031308,127.03323210000008,Y,Y,N,N,Y,Y,N,N,N,Y,,,,,화성시,경기도
FC002781,후암스튜디오(후암아트홀),1.0,민간(대학로),,170.0,,,서울특별시 종로구 대학로11길 23 (명륜4가),37.5820588,127.0004181,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001631,창작플랫폼 경험과 상상,1.0,민간(대학로 외),2017.0,50.0,02-6949-2016,https://enitheater.modoo.at/?link=9chvvc5t,"서울특별시 영등포구 선유동2로 56 (당산동5가, 유원제일2차아파트)",37.532918,126.8988554,N,N,N,N,N,N,N,N,N,N,,,,,영등포구,서울특별시
FC001888,대교 트라움벨트,1.0,민간(대학로 외),2017.0,400.0,031-940-3940,http://traumwelt.daekyo.com/,경기도 파주시 회동길 342 (서패동),37.7097751,126.68774170000006,N,Y,N,Y,N,Y,N,N,N,Y,,,,,파주시,경기도
FC001600,효천아트센터 그라운드씬,1.0,민간(대학로),2010.0,200.0,02-3676-2352,,서울특별시 종로구 성균관로 87 (명륜1가),37.5899206,126.9982675,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003373,스카이아트홀,1.0,민간(대학로 외),2022.0,987.0,02-2657-9757,https://skyarthall.modoo.at,서울특별시 강서구 화곡로63길 65(등촌동),37.5579738,126.8491891,N,N,N,N,N,N,N,N,N,N,,,,,강서구,서울특별시
FC002320,경기대학교 [서울],1.0,민간(대학로 외),2012.0,100.0,02-390-5114,http://www.kyonggi.ac.kr/webService.kgu?menuCode=K00M00020301,서울특별시 서대문구 경기대로9길 24 (충정로2가),37.5653263,126.9624034,Y,Y,Y,N,N,Y,N,N,N,Y,,,,,서대문구,서울특별시
FC003468,홍해성 소극장,1.0,민간(대학로),,40.0,,,서울특별시 종로구 동숭길 64 (동숭동),37.5811149,127.004334,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003396,오마이갓 전용관,1.0,민간(대학로),2023.0,78.0,,,서울특별시 종로구 동숭길 68 (동숭동),37.5813131,127.0043055,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003403,신림중앙시장,1.0,기타(비공연장),,0.0,02-865-7577,,서울특별시 관악구 조원로16길 27 (신림동),37.4831452,126.9114212,N,N,N,N,N,N,N,N,N,N,,,,,관악구,서울특별시
FC003384,해봄연습실,1.0,민간(대학로 외),,0.0,,,서울특별시 관악구 관천로 58(신림동),37.4845757,126.9260978,N,N,N,N,N,N,N,N,N,N,,,,,관악구,서울특별시
FC003374,도토리씨어터,2.0,민간(대학로),,232.0,,,서울특별시 종로구 대학로12길 63(동숭동),37.5812241,127.0040212,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001215,소극장 창덕궁,1.0,민간(대학로 외),2008.0,150.0,02-742-7278,http://www.changgeuk.com/,서울특별시 종로구 창경궁로 227(명륜4가),37.5824263,126.9977518,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC002343,뚝섬플레이스,1.0,기타(비공연장),,0.0,02-766-1774,,서울특별시 성동구 성덕정길 25-56 (성수동1가),37.5396014,127.0465361,N,Y,N,N,N,N,N,N,N,N,,,,,성동구,서울특별시
FC003306,경기아트센터 경기국악원,1.0,민간(대학로 외),2004.0,420.0,031-289-6400,,경기도 용인시 기흥구 민속촌로 89(보라동),37.2594001,127.1136197,N,N,N,Y,N,Y,N,N,N,Y,,,,,용인시,경기도
FC003539,문화공간너나들이,1.0,민간(대학로 외),,50.0,010-5235-5505,,서울특별시 마포구 만리재로 123 (공덕동),37.5509016,126.9612357,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC003537,소극장 선물 2관,1.0,민간(대학로),,0.0,,,서울특별시 종로구 대학로 116 (동숭동),37.5815327,127.0023365,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003502,롯데월드,2.0,기타(비공연장),,0.0,,,서울특별시 송파구 올림픽로 240 (잠실동),37.5113096,127.0981418,N,N,N,N,N,N,N,N,N,N,,,,,송파구,서울특별시
FC001636,창조소극장 (구. 민아트홀),1.0,민간(대학로),2018.0,95.0,02-3667-0170,https://changjotheater.modoo.at/,서울특별시 종로구 창경궁로 259 (명륜2가),37.5845149,127.0000258,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003609,모두예술극장,2.0,공공(기타),2023.0,259.0,02-760-9769,https://www.moduarttheater.or.kr/home/ko/main,서울특별시 서대문구 충정로 7 (충정로3가),37.5601124,126.9622821,N,N,N,N,N,N,Y,Y,N,N,,,,,서대문구,서울특별시
FC001994,더 줌 아트센터,1.0,민간(대학로 외),2013.0,128.0,02-790-6792,http://thezoom.kr/index.php,서울특별시 용산구 독서당로 111 (한남동),37.5369721,127.0094906,N,N,N,N,N,N,N,N,N,N,,,,,용산구,서울특별시
FC001472,CTS아트홀,1.0,민간(대학로 외),2005.0,404.0,02-6333-1071,http://rent.ctsart.co.kr/,서울특별시 동작구 노량진로 100 (노량진동),37.5129255,126.93698640000002,N,N,N,N,N,Y,Y,N,N,Y,,,,,동작구,서울특별시
FC001619,강남씨어터,1.0,공공(기타),2007.0,232.0,02-6712-0531,https://gangnam.go.kr/office/gfac/contents/gfac_place02/1/view.do?mid=gfac_place02,서울특별시 강남구 역삼로7길 16 (역삼동),37.495188,127.03321630000003,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,강남구,서울특별시
FC002016,우란2경,2.0,민간(대학로 외),2014.0,160.0,02-465-1418,http://www.wooranfdn.org/about/space.jsp,서울특별시 성동구 연무장7길 11 (성수동2가),37.5438039,127.0544279,N,N,N,N,N,N,N,N,N,Y,,,,,성동구,서울특별시
FC003405,강서아트리움,1.0,공공(문예회관),,215.0,02-2607-4985,,서울특별시 강서구 가로공원로 195 (화곡동),37.5375431,126.8376421,N,N,N,N,N,N,N,N,N,N,,,,,강서구,서울특별시
FC003364,송파어린이문화회관,1.0,공공(기타),2010.0,154.0,02-449-0505,http://www.songpakids.com/,서울특별시 송파구 중대로 235(오금동),37.5027425,127.1284004,N,N,N,N,N,N,N,N,N,Y,,,,,송파구,서울특별시
FC003526,터 씨어터,1.0,민간(대학로 외),,214.0,070-4190-7766,,경기도 고양시 일산동구 정발산로 127 (마두동),37.6595009,126.7822349,N,N,N,N,N,N,N,N,N,N,,,,,고양시,경기도
FC003631,인터미션,1.0,민간(대학로 외),,0.0,,,경기도 수원시 권선구 경수대로 371 (권선동),37.2597035,127.0232864,N,N,N,N,N,N,N,N,N,N,,,,,수원시,경기도
FC002219,블라인드아트홀,1.0,민간(대학로 외),2019.0,70.0,070-8254-2182,http://blindarthall.com/,서울특별시 광진구 아차산로 331-1 (자양동),37.5376806,127.0799086,N,N,N,N,N,N,N,N,N,N,,,,,광진구,서울특별시
FC003659,몸소리말조아라 센터,1.0,민간(대학로 외),,0.0,,,서울특별시 마포구 토정로15길 10-8 (신수동),37.5453809,126.9353895,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC000139,JTN 아트홀(구. 대학로예술마당),4.0,민간(대학로),2016.0,854.0,02-779-1595,http://www.jtnarthall.com/,서울특별시 종로구 이화장길 26 (이화동),37.5767066,127.00376210000002,N,Y,N,N,N,N,Y,N,N,N,,,,,종로구,서울특별시
FC001156,지즐소극장,1.0,민간(대학로),2007.0,84.0,010-8596-6296,https://www.facebook.com/pages/%EC%A7%80%EC%A6%90%EC%86%8C%EA%B7%B9%EC%9E%A5/468578863227778,서울특별시 종로구 성균관로4길 42 (명륜2가),37.5847101,126.9996688,Y,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001572,한국소리터,2.0,공공(기타),2011.0,857.0,031-683-3891,http://soriter.or.kr/soriter/index.php,경기도 평택시 현덕면 평택호길 147,36.9220198,126.92183610000006,N,Y,N,N,N,Y,Y,N,Y,Y,,,,,평택시,경기도
FC000100,모차르트홀,1.0,민간(대학로 외),2004.0,201.0,02-3472-8222,http://www.mozarthall.co.kr/,서울특별시 서초구 명달로 104 (서초동),37.4855919,127.00420350000002,Y,N,N,N,N,N,N,N,N,Y,,,,,서초구,서울특별시
FC001303,해피씨어터,1.0,민간(대학로),2008.0,200.0,02-747-2070,,서울특별시 종로구 대학로10길 5 (동숭동),37.5818197,127.00255949999996,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001826,현대카드 언더스테이지,2.0,민간(대학로 외),2015.0,205.0,02-331-6301,https://dive.hyundaicard.com/web/understage/spaceMain.hdc,서울특별시 용산구 이태원로 246 (한남동),37.5365851,127.00066620000008,N,Y,N,N,N,Y,N,N,N,Y,,,,,용산구,서울특별시
FC002782,후암씨어터(콘텐츠룸),1.0,민간(대학로),,100.0,,,서울특별시 종로구 대학로11길 23 (명륜4가),37.5820588,127.0004181,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003634,종로노인종합복지관 종로마루홀,1.0,공공(기타),,0.0,02-742-9500,https://www.jongnonoin.or.kr/index.php,서울특별시 종로구 율곡로19길 17-8 (이화동),37.5766679,127.0060206,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC002932,아스가르드 씨어터 (구. 낙산씨어터),1.0,민간(대학로),,92.0,02-6012-2511,,서울특별시 종로구 동숭길 140(혜화동),37.5836705,127.0025639,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003360,광진어린이공연장,1.0,민간(대학로 외),,105.0,,,서울특별시 광진구 능동로 400(중곡동),37.5650581,127.0844568,N,N,N,N,N,N,N,N,N,Y,,,,,광진구,서울특별시
FC001137,안똔체홉극장,2.0,민간(대학로),2007.0,65.0,02-745-8960,http://www.chekhov.co.kr,서울특별시 종로구 성균관로3길 23 (명륜3가),37.5830504,126.99701000000005,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001245,평촌아트홀,1.0,공공(문예회관),2004.0,638.0,031-687-0500,http://www.ayac.or.kr/,경기도 안양시 동안구 평촌대로 76 (호계동),37.3801134,126.96406060000004,N,Y,N,Y,N,Y,Y,Y,Y,Y,,,,,안양시,경기도
FC001950,대진대학교,3.0,기타(비공연장),2012.0,6304.0,031-539-1114,http://www.daejin.ac.kr/index.do?sso=ok,경기도 포천시 호국로 1007 (선단동),37.8734346,127.1573986,Y,Y,Y,N,N,Y,Y,N,N,Y,,,,,포천시,경기도
FC000098,극장 온 (ON) (구.CJ아지트),1.0,민간(대학로),2016.0,190.0,02-726-7967,https://www.cjazit.org/cjazit,서울특별시 종로구 대학로12길 69 (동숭동),37.5809629,127.00394989999997,Y,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003776,한바탕 소극장,1.0,민간(대학로 외),,0.0,,,서울특별시 송파구 송이로32길 19 (문정동),37.4882251,127.1277366,N,N,N,N,N,N,N,N,N,N,,,,,송파구,서울특별시
FC001655,모두누림센터,1.0,공공(문예회관),2017.0,372.0,031-357-5238,http://art.hcf.or.kr/subpage/index/504,경기도 화성시 남양읍 시청로 155,37.1987619,126.82857749999994,Y,Y,N,Y,N,Y,Y,Y,Y,Y,,,,,화성시,경기도
FC001094,예술공간 혜화,1.0,민간(대학로),2012.0,110.0,02-747-9139,,서울특별시 종로구 혜화로 10-3 성인빌딩,37.5890224,126.99993619999998,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003770,성북장애인자립생활센터,1.0,기타(비공연장),,0.0,02-921-7232,http://www.sbcil.org/,서울특별시 성북구 보문로 134 (보문동1가),37.5869755,127.0187924,N,N,N,N,N,N,Y,N,Y,N,,,,,성북구,서울특별시
FC000152,한성아트홀(구. 인켈아트홀),2.0,민간(대학로),1990.0,400.0,02-741-0251,,서울특별시 종로구 창경궁로 254 (명륜2가),37.5728677,126.9970786,N,N,N,N,N,N,N,N,N,Y,,,,,종로구,서울특별시
FC000643,오정아트홀,1.0,공공(기타),2003.0,404.0,032-677-1844,http://www.bcf.or.kr/coro/conc/conctour/concerttourList5.act,경기도 부천시 성오로 172 (오정동),37.527703,126.79657169999996,N,N,N,N,N,Y,N,Y,N,Y,,,,,부천시,경기도
FC003490,청년예술청 SAPY,3.0,민간(대학로 외),,115.0,,http://www.sapy.kr/,"서울특별시 서대문구 경기대로 26-26 (충정로3가, 더스타일하우스디센트럴)",37.5610226,126.9621924,N,N,N,N,N,N,N,N,N,N,,,,,서대문구,서울특별시
FC003732,나비카페,1.0,기타(비공연장),,0.0,,,서울특별시 마포구 고산2길 6 (노고산동),37.553197,126.9378929,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC001172,"정극장 (구. M시어터, 구.하모니아트홀)",1.0,민간(대학로),2012.0,118.0,02-6221-6485,,서울특별시 종로구 대학로12길 69 (동숭동),37.5818321,127.003427,N,N,N,N,N,N,N,N,N,Y,,,,,종로구,서울특별시
FC003696,이행성극장,1.0,민간(대학로 외),,30.0,,,서울특별시 마포구 동교로9길 83 (망원동),37.5571464,126.9081293,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC001541,꿈나무극장,1.0,공공(기타),2016.0,153.0,02-830-2562,https://www.guroartsvalley.or.kr/user/overall/overallArt5.do,서울특별시 구로구 구로동로26길 54 (구로동),37.4898684,126.88724649999996,N,N,N,N,N,Y,Y,N,Y,Y,,,,,구로구,서울특별시
FC001485,서초문화예술회관(구. 서초구민회관),1.0,공공(문예회관),1989.0,690.0,02-2155-8301,http://www.seocho.go.kr/site/seocho/04/10404021401002015070703.jsp,서울특별시 서초구 강남대로 201 (양재동) 서초구민회관,37.48181,127.03574389999994,N,Y,N,N,N,Y,Y,Y,Y,Y,,,,,서초구,서울특별시
FC003693,정화예술대학교 대학로캠퍼스 정화1관,1.0,민간(대학로),,0.0,,,서울특별시 종로구 동숭1길 1 (동숭동 187-3),37.5800599,127.0046544,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001085,소극장 혜화당 (구. 까망소극장),1.0,민간(대학로),1993.0,115.0,02-742-1505,http://blog.naver.com/hehwadang,서울특별시 종로구 대학로12길 63 (동숭동),37.5812279,127.00391100000002,Y,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003425,신포아트홀,1.0,민간(대학로 외),2022.0,50.0,032-514-2150,https://blog.naver.com/n9016,인천광역시 중구 신포로31번길 6 (관동3가),37.4719449,126.6252219,N,N,N,N,N,N,N,N,N,N,,,,,중구,인천광역시
FC001459,플러스씨어터(구. 컬처스페이스 엔유 구. 쁘티첼 씨어터),1.0,민간(대학로),2010.0,314.0,02-731-9199,,서울특별시 종로구 대학로12길 73 (동숭동),37.5807747,127.00396490000004,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003267,스페이스T (SPACE T)(경계없는예술센터),1.0,민간(대학로 외),,128.0,,https://www.casf.or.kr/,서울특별시 영등포구 당산로 34(문래동3가),37.5174631,126.8964937,N,N,N,N,N,N,N,N,N,N,,,,,영등포구,서울특별시
FC000372,올웨이즈 씨어터(구.아티스탄홀),1.0,민간(대학로),2003.0,299.0,070-4618-5633,,서울특별시 종로구 대학로 132 (동숭동),37.5830591,127.00208550000002,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003580,예술공간 휴서사,1.0,민간(대학로 외),2023.0,100.0,,hueseosa.com,경기도 의정부시 둔야로49번길 29 (의정부동),37.7402315,127.0378666,N,N,N,N,N,N,Y,N,N,N,,,,,의정부시,경기도
FC002740,윤아트홀,1.0,민간(대학로 외),,40.0,031-222-2570,https://yunarthall.modoo.at/,경기도 수원시 팔달구 권광로207번길 28 (인계동),37.2666379,127.0318962,N,N,N,N,N,N,N,N,N,Y,,,,,수원시,경기도
FC003212,솔내아트센터,1.0,민간(대학로 외),2022.0,90.0,031-362-5838,https://blog.naver.com/prologue/PrologueList.naver?blogId=solnae-art&skinType=&skinId=&from=menu&userSelectMenu=true,경기도 시흥시 호현로 42-8(대야동),37.4439538,126.7856452,N,N,N,N,N,N,N,N,N,Y,,,,,시흥시,경기도
FC001132,올림아트센터 (구.스튜디오76),1.0,민간(대학로),2013.0,210.0,010-5262-4611,https://erang.modoo.at/,서울특별시 종로구 이화장길 99 (동숭동),37.5835101,127.00192219999995,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003565,바른아트센터,1.0,민간(대학로 외),,180.0,,http://www.barunsesang.co.kr/m/10_art_center/art_center0101.php?,경기도 성남시 분당구 야탑로75번길 5 (야탑동),37.4108438,127.1268172,N,N,N,N,N,N,N,N,N,N,,,,,성남시,경기도
FC000057,용인포은아트홀,1.0,공공(문예회관),2012.0,1259.0,031-260-3351,http://yicf.or.kr/main/?skin=guide010101.htm,경기도 용인시 수지구 포은대로 499 (죽전동),37.3256631,127.10469480000006,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,용인시,경기도
FC001236,예스24 스테이지(구. DCF대명문화공장),3.0,민간(대학로),2014.0,962.0,02-742-9637,https://yes24stage.com/,서울특별시 종로구 대학로12길 21 (동숭동),37.5827158,127.00324840000007,N,N,N,N,N,N,N,N,N,Y,,,,,종로구,서울특별시
FC001223,서연아트홀 (구. 인아소극장),1.0,민간(대학로),2013.0,150.0,070-5180-5956,,서울특별시 종로구 창경궁로 258 - 9,37.5838644,127.00056100000006,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003409,부개사거리소극장,1.0,민간(대학로 외),,0.0,,,인천광역시 부평구 경인로 1075 (부개동),37.4866578,126.7395093,N,N,N,N,N,N,N,N,N,N,,,,,부평구,인천광역시
FC001603,아트포레스트 아트홀,2.0,민간(대학로),2016.0,367.0,02-3672-0900,,서울특별시 종로구 대학로12길 22 (동숭동),37.5825141,127.0030633,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001174,바탕골소극장,1.0,민간(대학로),1986.0,160.0,02-764-8760,,서울특별시 종로구 대학로10길 5 (동숭동),37.5818197,127.00255949999996,Y,Y,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001414,코델아트홀,1.0,민간(대학로),2016.0,120.0,010-6802-1974,https://codellarthall.modoo.at/,서울특별시 종로구 동숭길 78 (동숭동) 지하1층,37.5817072,127.00428190000002,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC000416,지인시어터(구. 알과핵소극장),1.0,민간(대학로),1998.0,176.0,02-745-8833,,서울특별시 종로구 동숭길 25 (동숭동),37.5798541,127.0035752,N,N,N,N,N,Y,N,N,N,Y,,,,,종로구,서울특별시
FC003448,남산예술센터 드라마센터,1.0,민간(대학로 외),,473.0,,,서울특별시 중구 소파로 138 (예장동),37.5591301,126.9883894,N,N,N,N,N,N,N,N,N,N,,,,,중구,서울특별시
FC000362,선돌극장,1.0,민간(대학로),2007.0,130.0,02-747-3226,,서울특별시 종로구 혜화로5길 5 (명륜1가),37.5867715,126.99974999999996,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC000794,세우아트센터,2.0,민간(대학로),2002.0,262.0,070-7542-5089,,서울특별시 종로구 대학로12길 49 (동숭동),37.5819127,127.00396899999998,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001802,한양대학교 올림픽체육관,2.0,민간(대학로 외),1980.0,7000.0,02-2220-1315,https://space.hanyang.ac.kr/front/spaceGuidance/BuildingDetail?num=306&pageName=buildingDetailsPage&page=buildingDetailsPage,서울특별시 성동구 왕십리로 222 (사근동),37.5572321,127.04532189999998,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,성동구,서울특별시
FC000833,예스24아트원(구.대학로아트원씨어터),3.0,민간(대학로),2009.0,851.0,02-762-0010,,서울특별시 종로구 대학로12길 83 (동숭동),37.5802316,127.0040004,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003530,엔틱243 스튜디오,1.0,민간(대학로 외),,0.0,,,"서울특별시 서초구 강남대로18길 15-6 (양재동, 동심빌딩)",37.4721877,127.0399003,N,N,N,N,N,N,N,N,N,N,,,,,서초구,서울특별시
FC003525,수유연극실험실,1.0,민간(대학로 외),,20.0,,,서울특별시 강북구 노해로11길 4 (수유동),37.6391138,127.0223546,N,N,N,N,N,N,N,N,N,N,,,,,강북구,서울특별시
FC003568,인천문화양조장,1.0,민간(대학로 외),,0.0,032-422-8630,https://spacebeam.net/brewery-space-guide,인천광역시 동구 서해대로513번길 15 (창영동),0.0,0.0,N,N,N,N,N,N,N,N,N,N,,,,,동구,인천광역시
FC001250,지구인아트홀 (구. 해오름 예술극장),1.0,민간(대학로),2014.0,170.0,02-745-3641,,서울특별시 종로구 창경궁로 260 (명륜2가),37.5843848,127.00051899999994,N,Y,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003466,SCN 아트홀,1.0,민간(대학로 외),,60.0,070-4218-9928,https://scn.modoo.at/,경기도 화성시 병점로 37-6 (진안동),37.2110518,127.0383312,N,N,N,N,N,N,N,N,N,N,,,,,화성시,경기도
FC000006,국립정동극장,2.0,국립,1995.0,850.0,02-751-1500,http://www.jeongdong.or.kr,서울특별시 중구 정동길 43 (정동),37.5659672,126.97285929999998,N,N,N,N,N,N,N,N,Y,Y,,,,,중구,서울특별시
FC000769,대학로 마로니에소극장(플레이더씨어터),1.0,민간(대학로),1987.0,100.0,02-764-0686,http://cafe.naver.com/artfactoryshow,서울특별시 종로구 동숭길 50 (동숭동),37.5805247,127.00456029999998,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003540,모돈갤러리,1.0,민간(대학로 외),,0.0,,,경기도 포천시 군내면 꽃배산2길 105,37.8612072,127.2333167,N,N,N,N,N,N,N,N,N,N,,,,,포천시,경기도
FC001111,국립극단 [용산],8.0,국립,2010.0,372.0,00-1644-2003,http://www.ntck.or.kr/,서울특별시 용산구 청파로 373 (서계동),37.5529135,126.96795470000006,N,Y,N,N,N,N,N,N,N,Y,,,,,용산구,서울특별시
FC001233,유니플렉스,3.0,민간(대학로),2013.0,1049.0,02-766-2115,http://www.uniplex.co.kr/,서울특별시 종로구 대학로12길 64 (동숭동),37.5811328,127.00369969999996,N,Y,N,N,N,N,N,N,N,Y,,,,,종로구,서울특별시
FC000763,상명아트홀,2.0,민간(대학로),2001.0,270.0,02-2075-2173,https://www.smu.ac.kr/smarts/index.do,서울특별시 종로구 동숭길 133 (동숭동),37.5833331,127.00272719999998,N,Y,N,N,N,Y,Y,N,Y,Y,,,,,종로구,서울특별시
FC001658,현대백화점 문화홀 [미아],1.0,민간(대학로 외),2001.0,480.0,02-2117-2117,http://www.ehyundai.com/newCulture/CW/CW000001_V.do,서울특별시 성북구 동소문로 315 (길음동),37.6083223,127.02876259999994,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,성북구,서울특별시
FC000567,꿈의숲아트센터,3.0,공공(기타),2009.0,584.0,02-2289-5401,http://www.dfac.or.kr/main/main.asp,서울특별시 강북구 월계로 173 (번동),37.6214312,127.0406246,Y,Y,Y,N,N,Y,Y,Y,Y,Y,,,,,강북구,서울특별시
FC001099,댕로홀,1.0,민간(대학로),2005.0,83.0,070-8600-8342,,서울특별시 종로구 대학로12길 50 (동숭동),37.5818195,127.00370980000002,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001696,트라이보울,3.0,공공(문예회관),2010.0,300.0,032-832-7994,http://www.tribowl.kr/,인천광역시 연수구 인천타워대로 250 (송도동),37.3940776,126.63503560000004,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,연수구,인천광역시
FC001203,동숭무대소극장,1.0,민간(대학로),2002.0,150.0,010-8299-6553,http://cafe.naver.com/dsstage,서울특별시 종로구 혜화로 35 (명륜1가),37.5864426,127.00049820000004,Y,N,N,N,N,N,N,Y,N,N,,,,,종로구,서울특별시
FC000662,세종국악당,1.0,공공(문예회관),1991.0,388.0,031-887-2066,http://www.yjcf.or.kr/cms/content/view/215,경기도 여주시 영릉로 125 (하동),37.2971351,127.6249408,N,N,N,N,N,N,N,N,N,Y,,,,,여주시,경기도
FC003789,공백공유,1.0,민간(대학로 외),,70.0,,,서울특별시 성북구 솔샘로 73-16 (정릉동),37.6136085,127.0078043,N,N,N,N,N,N,N,N,N,N,,,,,성북구,서울특별시
FC001671,뜻밖의 극장(구. 해우소소극장),1.0,민간(대학로 외),2018.0,50.0,02-921-5080,https://blog.naver.com/theatre-uex,서울특별시 성북구 동소문로20나길 27 (동선동1가),37.59245,127.0181255,N,N,N,N,N,N,N,N,N,N,,,,,성북구,서울특별시
FC001091,대학로 스카이씨어터,2.0,민간(대학로),2010.0,330.0,070-4106-8889,,서울특별시 종로구 대학로8가길 52 (동숭동),37.5829439,127.00262709999993,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
